Fiscal Year,Related Govt Units,Organization Group Code,Organization Group,Department Code,Department,Program Code,Program,Character Code,Character,Object Code,Object,Sub-object Code,Sub-object,Fund Type Code,Fund Type,Fund Code,Fund,Fund Category Code,Fund Category,Purchase Order,Supplier & Other Non-Supplier Payees,Vouchers Paid,Vouchers Pending,Encumbrance Balance,Vouchers Pending Retainage,data_as_of,data_loaded_at,Non-Profit Indicator,Contract Number,Contract Title,Purchase Order Date,Purchasing Authority Description
2016,Yes,3,Human Welfare & Neighborhood Development,CII,CII Commty Invest & Infrstrctr,CRD,Community Redevelopment,521,Non Personnel Services,535,Other Current Expenses,535520,Printing,7S,Successor Agency-Former SF Redev Agency,7SROF,Redevelopment Obligation Fund,1.0,Operating,Direct Payments,PRECISE MAILING INC,1749.07,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,4,Community Health,DPH,DPH Public Health,DMS,Substance Abuse - Community Care,521,Non Personnel Services,527,Profess & Specialized Svcs,527890,Other Medical Services,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPHM1500005101,BAKER PLACES INC,16251.84,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,6,General Administration & Finance,MYR,MYR Mayor,FAB,Community Investment,538,City Grant Programs,538,City Grant Programs,538010,Community Based Org Srvcs,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,DPMO1500014301,REBUILDING TOGETHER-SF,37037.98,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,6,General Administration & Finance,CPC,CPC City Planning,FAH,Citywide Planning,521,Non Personnel Services,527,Profess & Specialized Svcs,527990,Other Professional Services,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPCP1400019001,MOORE IACOFANO GOLTSMAN,5632.2,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,521,Non Personnel Services,529,Maintenance Svcs-Equipment,529210,Veh Maint (Non Central Shops),5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPMT1600340701,ALL AMERICAN RENTALS INC,125.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,6,General Administration & Finance,TIS,DT GSA - Technology,BTO,Technology Services:Public Safety,540,Materials & Supplies,549,Other Materials & Supplies,549260,Minor Video Equipment,6I,Internal Service Funds,6ITIF,Telecomm. & Information Svcs Fund,3.0,Continuing Projects,DPTI1600071201,PARTHEX INC,0.0,0.0,,9667.88,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,6,General Administration & Finance,TIS,DT GSA - Technology,BTO,Technology Services:Public Safety,540,Materials & Supplies,542,Building & Constructn Supplies,542810,Small Tools And Intruments,6I,Internal Service Funds,6ITIF,Telecomm. & Information Svcs Fund,1.0,Operating,DPTI1600026501,UNLIMITED TOOL REPAIR & FABRICATION INC,1782.89,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,542,Building & Constructn Supplies,542210,Hardware,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPMT1600355501,HARRISON & BONINI INC,909.73,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,BDC,Wastewater Treatment,540,Materials & Supplies,542,Building & Constructn Supplies,542210,Hardware,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1.0,Operating,DPWP1600137106,CUMMINS PACIFIC LLC,271.88,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,4,Community Health,DPH,DPH Public Health,D1H,SFGH - Acute Care - Hospital,540,Materials & Supplies,542,Building & Constructn Supplies,542810,Small Tools And Intruments,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1.0,Operating,DPHG1600063501,KIMBALL MIDWEST,1775.46,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,FFB,Living Wage / Living Health (Mco/Hcao),521,Non Personnel Services,527,Profess & Specialized Svcs,527980,Prevailing Wage Restitution,1G,General Fund,1GAGF,General Fund,1.0,Operating,Direct Payments,EVRITT M ALEXANDER,20.46,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,BCI,Water Capital Projects,521,Non Personnel Services,527,Profess & Specialized Svcs,527070,Env Contractor-Consulting Svcs,5W,PUC Water Department Funds,5WCPF,Water Capital Projects Fund,3.0,Continuing Projects,DPUW1400312501,ORION ENVIRONMENTAL ASSOCIATES,49897.38,0.0,,806.54,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,3,Human Welfare & Neighborhood Development,WOM,WOM Status Of Women,CAE,Commission On Status Of Women,538,City Grant Programs,538,City Grant Programs,538010,Community Based Org Srvcs,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPWO1600002701,LAVENDER YOUTH RECREATION & INFO CTR,83571.78,16454.1,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,3,Human Welfare & Neighborhood Development,DSS,HSA Human Services Agency,CAO,Administrative Support,538,City Grant Programs,538,City Grant Programs,538010,Community Based Org Srvcs,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPAG1600014203,MEALS ON WHEELS,9375.0,5206.25,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,Yes,3,Human Welfare & Neighborhood Development,CII,CII Commty Invest & Infrstrctr,CRD,Community Redevelopment,521,Non Personnel Services,527,Profess & Specialized Svcs,527010,Architectural Services,7S,Successor Agency-Former SF Redev Agency,7SROF,Redevelopment Obligation Fund,3.0,Continuing Projects,ENII1600001101,CMG LANDSCAPE ARCHITECTURE,68787.7,8291.73,,42338.3,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,Yes,6,General Administration & Finance,RET,RET Retirement System,FDF,Investment,521,Non Personnel Services,522,Training,522020,Training Costs Paid To Vendors,7P,Pension Trust Funds,7PRET,Employees' Retirement System,1.0,Operating,Direct Payments,THE PENSION BRIDGE INC,378.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,1,Public Protection,POL,POL Police,ACM,Operations And Administration,540,Materials & Supplies,542,Building & Constructn Supplies,542210,Hardware,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPPC1600059902,GRAINGER,26.1,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,FFJ,Vehicle & Equipment Main & Fueling,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,6I,Internal Service Funds,6ICSF,Central Shops Fund,1.0,Operating,DPPR1600075201,COMMERCIAL TIRE CO OF SF INC,0.0,7370.65,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BE3,"Security, Safety, Training & Enforcement",540,Materials & Supplies,545,Safety,545310,Uniforms,5N,MTA Parking & Traffic Funds,5NAAA,Parking & Traffic Operating Fund,1.0,Operating,DPMT1600317701,GALLS LLC QUARTERMASTER LLC,223.7,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,5,Culture & Recreation,REC,REC Recreation & Park Commsn,EIA,Rec & Park Administration,540,Materials & Supplies,545,Safety,545990,Other Safety Expenses,1G,General Fund,1GOHF,Overhead Fund,5.0,Work Orders/Overhead,DPRP1600020901,THE URBAN FARMER STORE INC,48.94,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,1,Public Protection,FIR,FIR Fire Department,AEC,Fire Suppression,521,Non Personnel Services,535,Other Current Expenses,535710,Subscriptions,1G,General Fund,1GAGF,General Fund,1.0,Operating,Direct Payments,DIRECTV INC,931.88,7.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,1,Public Protection,ECD,DEM Emergency Management,BIR,Emergency Communications,540,Materials & Supplies,549,Other Materials & Supplies,549410,Minor Furnishings,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPED1600009501,WORKSPACE SOLUTIONS,2381.28,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,BCP,Hetch Hetchy Capital Projects,521,Non Personnel Services,527,Profess & Specialized Svcs,527020,Engineering Services,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,3.0,Continuing Projects,DPUH1200129302,STANTEC CONSULTING SERVICES INC,11972.99,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,5,Culture & Recreation,REC,REC Recreation & Park Commsn,EAP,Parks,521,Non Personnel Services,529,Maintenance Svcs-Equipment,529990,Other Equip Maint,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPRP1500024801,SAN MATEO LAWNMOWER,1510.76,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BE3,"Security, Safety, Training & Enforcement",540,Materials & Supplies,542,Building & Constructn Supplies,542810,Small Tools And Intruments,5N,MTA Parking & Traffic Funds,5NAAA,Parking & Traffic Operating Fund,1.0,Operating,DPMT1600392501,UNIVERSAL BOOT INC/SABODOIN MFG,23103.25,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,BDO,Hetchy Water Operations,560,Capital Outlay,560,Equipment Purchase,560290,Automotive & Other Vehicles,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,1.0,Operating,POUH1500014401,HANSEL FORD INC,28916.17,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,1,Public Protection,FIR,FIR Fire Department,AAD,Administration & Support Services,521,Non Personnel Services,535,Other Current Expenses,535420,Crt Reporter Transcripts Svcs,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPFC1600017901,ROOMIAN & ASSOCIATES,6358.0,0.0,,3592.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,3,Human Welfare & Neighborhood Development,CHF,CHF Children;Youth & Families,CBI,Children's Fund Programs,538,City Grant Programs,538,City Grant Programs,538010,Community Based Org Srvcs,2S,Special Revenue Funds,2SCHF,Children's Fund,1.0,Operating,DPCH1500014502,MYPATH,30003.23,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,BCP,Hetch Hetchy Capital Projects,540,Materials & Supplies,542,Building & Constructn Supplies,542990,Other Bldg Maint Supplies,5T,PUC Hetch Hetchy Funds,5TCPF,Hetch Hetchy Capital Projects Fund,,,DPUH1600206902,POWER PLANT SUPPLY,18.6,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,BG1,Administration,540,Materials & Supplies,545,Safety,545990,Other Safety Expenses,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1.0,Operating,DPAC1600005801,C H BULL CO,1566.08,4654.96,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,4,Community Health,DPH,DPH Public Health,DA5,Laguna Honda - Long Term Care,521,Non Personnel Services,529,Maintenance Svcs-Equipment,529990,Other Equip Maint,5L,Laguna Honda Hospital Funds,5LAAA,Laguna Honda Operating Fund,1.0,Operating,DPHL1600101002,AUTOMATIC DOOR SYSTEMS INC,0.0,4100.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,1,Public Protection,POL,POL Police,ACM,Operations And Administration,540,Materials & Supplies,545,Safety,545310,Uniforms,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPPC1600102901,GALLS LLC QUARTERMASTER LLC,0.0,454.16,,9545.85,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",DPW,DPW GSA - Public Works,BAR,Building Repair And Maintenance,540,Materials & Supplies,545,Safety,545990,Other Safety Expenses,2S,Special Revenue Funds,2SPWF,"Public Works, Transp. & Commerce Fund",5.0,Work Orders/Overhead,Direct Payments,QUENVOLD'S SAFETY SHOEMOBILES,1964.29,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,BCP,Hetch Hetchy Capital Projects,521,Non Personnel Services,531,Rents & Leases-Equipment,531510,Construction Equip Rental,5T,PUC Hetch Hetchy Funds,5TCPF,Hetch Hetchy Capital Projects Fund,,,DPUH1600232304,BLUELINE RENTAL LLC,2242.35,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BE2,Parking & Traffic,540,Materials & Supplies,549,Other Materials & Supplies,549410,Minor Furnishings,5N,MTA Parking & Traffic Funds,5NAAA,Parking & Traffic Operating Fund,1.0,Operating,DPMT1600272201,CORNER OFFICE,415.59,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,521,Non Personnel Services,528,Maint Svcs-Building&Structures,528990,Other Bldg Maint Svcs,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,ENPT1600006101,MITCHELL ENGINEERING,0.0,6122.41,,496.08,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDJ,Water Source Of Supply,538,City Grant Programs,538,City Grant Programs,538200,Rebate Prog-Water Conservation,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,Direct Payments,ROBERT C GORDON III,250.0,1000.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,521,Non Personnel Services,529,Maintenance Svcs-Equipment,529210,Veh Maint (Non Central Shops),5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPPT1600077701,INDUSTRIAL MACHINE & ENGINE SUPPLY,1385.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,BDO,Hetchy Water Operations,540,Materials & Supplies,549,Other Materials & Supplies,549250,Minor Data Processing Equipmnt,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,2.0,Annual Projects,POUH1600016801,BRIDGE MICRO,0.0,3937.73,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,FFH,Facilities Mgmt & Operations,521,Non Personnel Services,528,Maint Svcs-Building&Structures,528990,Other Bldg Maint Svcs,2S,Special Revenue Funds,2SRPF,Real Property Fund,3.0,Continuing Projects,DPRE1600132301,THE COLORES PAINTING CO INC,0.0,9500.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",PUC,PUB Public Utilities Bureaus,BCI,Water Capital Projects,521,Non Personnel Services,527,Profess & Specialized Svcs,527020,Engineering Services,5W,PUC Water Department Funds,5WCPF,Water Capital Projects Fund,3.0,Continuing Projects,DPUW1600030501,CITY OF DALY CITY,114385.99,0.0,,455614.01,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",CWP,WWE Wastewater Enterprise,BCV,Strategic Planning/Compliance,521,Non Personnel Services,527,Profess & Specialized Svcs,527510,Management Consulting Services,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1.0,Operating,DPWP1500133901,F E JORDAN ASSOCIATES INC,49105.09,28857.45,,147174.46,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BE2,Parking & Traffic,540,Materials & Supplies,549,Other Materials & Supplies,549990,Other Materials & Supplies,5N,MTA Parking & Traffic Funds,5NAAA,Parking & Traffic Operating Fund,1.0,Operating,DPMT1600079501,MALTBY ELECTRIC SUPPLY CO INC,5109.85,3831.7,,957.95,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,4,Community Health,DPH,DPH Public Health,DPM,Comm Hlth - Prev - Maternal & Child Hlth,540,Materials & Supplies,549,Other Materials & Supplies,549410,Minor Furnishings,1G,General Fund,1GAGF,General Fund,5.0,Work Orders/Overhead,DPHC1600074902,THE CHAIR PLACE,664.35,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",HHP,HHP Hetch Hetchy Water & Power,BDA,Administration,540,Materials & Supplies,541,Inventories,541100,Inventories-Purchase,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,1.0,Operating,DPUH1600088001,WRIGHTS TIRE SERVICE,4367.68,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,6,General Administration & Finance,ADM,ADM Gen Svcs Agency-City Admin,FFJ,Vehicle & Equipment Main & Fueling,540,Materials & Supplies,543,Equipment Maintenance Supplies,543310,Vehicle Parts-Supplies,6I,Internal Service Funds,6ICSF,Central Shops Fund,1.0,Operating,DPPR1600071401,TFB GLOBAL LLC,4887.51,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,5,Culture & Recreation,REC,REC Recreation & Park Commsn,EIA,Rec & Park Administration,540,Materials & Supplies,545,Safety,545990,Other Safety Expenses,1G,General Fund,1GOHF,Overhead Fund,5.0,Work Orders/Overhead,DPRP1600036601,ACME SURPLUS STORE,250.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",MTA,MTA Municipal Transprtn Agncy,BEN,Rail & Bus Services,540,Materials & Supplies,542,Building & Constructn Supplies,542110,Electrical,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1.0,Operating,DPMT1600285801,NEWTON DISTRIBUTING CO INC,0.0,0.0,,1075.97,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,4,Community Health,DPH,DPH Public Health,D1H,SFGH - Acute Care - Hospital,521,Non Personnel Services,529,Maintenance Svcs-Equipment,529310,Office Equip Maint,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1.0,Operating,DPHG1600129301,SPINITAR,3815.37,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BDJ,Water Source Of Supply,538,City Grant Programs,538,City Grant Programs,538200,Rebate Prog-Water Conservation,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1.0,Operating,Direct Payments,CATHY SU LAN XU,125.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,1,Public Protection,SHF,SHF Sheriff,ASP,Facilities & Equipment,540,Materials & Supplies,542,Building & Constructn Supplies,542210,Hardware,1G,General Fund,1GAGF,General Fund,1.0,Operating,DPSH1600039301,HARRISON & BONINI INC,555.84,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,1,Public Protection,POL,POL Police,ACM,Operations And Administration,521,Non Personnel Services,522,Training,522020,Training Costs Paid To Vendors,1G,General Fund,1GAGF,General Fund,1.0,Operating,Direct Payments,AVA TONG,952.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",WTR,WTR Water Enterprise,BCI,Water Capital Projects,540,Materials & Supplies,542,Building & Constructn Supplies,542610,Plumbing Supplies,5W,PUC Water Department Funds,5WCPF,Water Capital Projects Fund,,,DPUW1600407701,PACE SUPPLY CORP,2973.42,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",ECN,ECN Economic & Wrkfrce Dvlpmnt,BL1,Workforce Training,538,City Grant Programs,538,City Grant Programs,538010,Community Based Org Srvcs,1G,General Fund,1GAGF,General Fund,2.0,Annual Projects,DPBE1600005601,SUCCESS CENTER SAN FRANCISCO,400000.0,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,7,General City Responsibilities,GEN,GEN General City / Unallocated,FCZ,General City Responsibilities,540,Materials & Supplies,549,Other Materials & Supplies,549250,Minor Data Processing Equipmnt,1G,General Fund,1GAGF,General Fund,3.0,Continuing Projects,POAD1600002701,CENTRAL COMPUTERS INC,8536.19,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,2,"Public Works, Transportation & Commerce",AIR,AIR Airport Commission,BG6,Facilities,540,Materials & Supplies,545,Safety,545110,Fire Fighting Rescue Supplies,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1.0,Operating,DPAC1600008101,MOSS RUBBER & EQUIPMENT CORP,15121.67,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
2016,No,1,Public Protection,DAT,DAT District Attorney,AIE,Work Orders & Grants,521,Non Personnel Services,530,Rent&Lease-Building&Structure,530110,Property Rent,2S,Special Revenue Funds,2SPPF,Public Protection Fund,4.0,Grants,DPDA1600002806,FIRST CALIFORNIA INVESTMENTS,3296.5,0.0,,0.0,2017/12/16 10:14:44 AM,2026/05/25 03:01:24 AM,,,,,
